ticker,business_description,market_size,investment,team_strength,month_1_performance,month_2_performance,month_3_performance,month_4_performance,month_5_performance,month_6_performance,month_7_performance,month_8_performance,month_9_performance,month_10_performance,month_11_performance,month_12_performance,month_13_performance,month_14_performance,month_15_performance,month_16_performance,month_17_performance,month_18_performance,month_19_performance,month_20_performance,month_21_performance,month_22_performance,month_23_performance,month_24_performance
A,"Agilent Technologies, Inc. provides application focused solutions to the life sciences, diagnostics, and applied chemical markets worldwide. The company operates in three segments: Life Sciences and Applied Markets, Diagnostics and Genomics, and Agilent CrossLab. The Life Sciences and Applied Markets segment offers liquid chromatography systems and components; liquid chromatography mass spectrometry systems; gas chromatography systems and components; gas chromatography mass spectrometry systems; inductively coupled plasma mass spectrometry instruments; atomic absorption instruments; microwave plasma-atomic emission spectrometry instruments; inductively coupled plasma optical emission spectrometry instruments; raman spectroscopy; cell analysis plate based assays; flow cytometer; real-time cell analyzer; cell imaging systems; microplate reader; laboratory software; information management and analytics; laboratory automation and robotic systems; dissolution testing; and vacuum pumps, and measurement technologies. The Diagnostics and Genomics segment focuses on genomics, nucleic acid contract manufacturing and research and development, pathology, companion diagnostics, reagent partnership, and biomolecular analysis businesses. The Agilent CrossLab segment provides GC and LC columns, sample preparation products, custom chemistries, and laboratory instrument supplies; and offers services portfolio, including repairs, parts, maintenance, installations, training, compliance support, software as a service, asset management, and consulting services. The company markets its products through direct sales, distributors, resellers, manufacturer's representatives, and electronic commerce. Agilent Technologies, Inc. was incorporated in 1999 and is headquartered in Santa Clara, California.",6833000000.0,10763000000.0,17400,147.5993194580078,150.21971130371094,140.23338317871094,136.64779663085938,133.77337646484375,114.44122314453125,118.97257232666016,120.70648193359375,120.01260375976562,110.8433837890625,102.4671859741211,126.93923950195312,138.09359741210938,129.4423065185547,136.66561889648438,144.77439880371094,136.3472137451172,129.96153259277344,129.18421936035156,140.91372680664062,142.69284057617188,148.24400329589844,130.10287475585938,127.06999969482422
AA,"Alcoa Corporation, together with its subsidiaries, produces and sells bauxite, alumina, and aluminum products in the United States, Spain, Australia, Iceland, Norway, Brazil, Canada, and internationally. The company operates through two segments, Alumina and Aluminum. It engages in bauxite mining operations; and processes bauxite into alumina and sells it to customers who process it into industrial chemical products, as well as aluminum smelting and casting businesses. The company offers primary aluminum in the form of alloy ingot or value-add ingot to customers that produce products for the transportation, building and construction, packaging, wire, and other industrial markets; and flat-rolled aluminum in the form of sheet, which is sold primarily to customers that produce beverage and food cans. In addition, it owns hydro power plants that generates and sells electricity in the wholesale market to traders, large industrial consumers, distribution companies, and other generation companies. The company was formerly known as Alcoa Upstream Corporation and changed its name to Alcoa Corporation in October 2016. The company was founded in 1886 and is headquartered in Pittsburgh, Pennsylvania.",10551000000.0,14155000000.0,13600,44.409915924072266,51.02207946777344,47.799015045166016,41.5677604675293,36.33957290649414,31.036378860473633,33.29288101196289,35.51043701171875,29.515174865722656,28.598562240600586,25.232866287231445,26.546411514282227,33.60305404663086,29.40266990661621,26.892324447631836,33.395503997802734,34.85566329956055,43.91178894042969,39.554080963134766,32.852359771728516,31.917694091796875,38.48683547973633,39.993186950683594,44.02000045776367
AACG,"ATA Creativity Global, together with its subsidiaries, provides educational services to individual students through its training center network in China and internationally. Its educational services include portfolio training, research-based learning, overseas study counselling, in-school art classes through cooperation with high schools and training organizations, foreign language training services, junior art education, and other related educational services to its students. The company also offers online courses for students. It provides its services through partnership with sales channels, internet and mobile advertisement, word of mouth referral, and marketing events and activities. The company was formerly known as ATA Inc. and changed its name to ATA Creativity Global in September 2019. ATA Creativity Global was founded in 1999 and is headquartered in Hefei, China.",221618968.0,448939143.0,581,1.2699999809265137,1.440000057220459,1.899999976158142,1.9299999475479126,1.809999942779541,1.4900000095367432,1.4299999475479126,1.3300000429153442,1.2400000095367432,1.1200000047683716,0.9700000286102295,0.8799999952316284,1.159999966621399,1.090000033378601,1.2899999618530273,1.059999942779541,0.8899999856948853,0.949999988079071,0.8199999928474426,0.6600000262260437,0.5899999737739563,0.7699999809265137,0.9300000071525574,1.0099999904632568
AADI,"Aadi Bioscience, Inc., a biopharmaceutical company, engages in developing and commercializing precision therapies for genetically defined cancers with alterations in mTOR pathway genes. Its lead drug product candidate comprises FYARRO, a form of sirolimus protein-bound particles for injectable suspension for the treatment in adult patients with advanced unresectable or metastatic malignant PEComa. The company is also involved in evaluating FYARRO in cancers, including indications targeting specific genomic alterations that activate the mTOR pathway. Aadi Bioscience, Inc. was incorporated in 2007 and is headquartered in Pacific Palisades, California.",24354000.0,132423000.0,53,12.829999923706055,12.619999885559082,10.770000457763672,7.239999771118164,7.760000228881836,8.0,6.840000152587891,5.329999923706055,6.300000190734863,4.840000152587891,4.380000114440918,5.260000228881836,2.0199999809265137,1.840000033378601,1.9700000286102295,2.3399999141693115,1.9199999570846558,1.7999999523162842,1.4600000381469727,1.5499999523162842,1.809999942779541,2.059999942779541,1.9900000095367432,2.109999895095825
AAL,"American Airlines Group Inc., through its subsidiaries, operates as a network air carrier. The company provides scheduled air transportation services for passengers and cargo through its hubs in Charlotte, Chicago, Dallas/Fort Worth, Los Angeles, Miami, New York, Philadelphia, Phoenix, and Washington, D.C., as well as through partner gateways in London, Doha, Madrid, Seattle/Tacoma, Sydney, and Tokyo. It operates a mainline fleet of 965 aircraft. The company was formerly known as AMR Corporation and changed its name to American Airlines Group Inc. in December 2013. American Airlines Group Inc. was founded in 1926 and is headquartered in Fort Worth, Texas.",52788000000.0,63058000000.0,134200,12.720000267028809,16.139999389648438,15.979999542236328,14.75,13.640000343322754,14.779999732971191,17.940000534057617,16.75,14.729999542236328,12.8100004196167,11.149999618530273,12.430000305175781,13.739999771118164,14.229999542236328,15.680000305175781,15.350000381469727,13.510000228881836,11.5,11.329999923706055,10.640000343322754,10.619999885559082,11.239999771118164,13.399999618530273,14.390000343322754
AAMC,AAMC has historically been an asset management company that provides portfolio management and corporate governance services to investment vehicles but given the sale and discontinuance of certain operations the Company is in the process of repositioning itself. Additional information is available at www.altisourceamc.com.,-17356000.0,25539000.0,13,8.741175651550293,11.405881881713867,11.911764144897461,22.399999618530273,30.5941162109375,38.264705657958984,48.829410552978516,57.36470413208008,33.052940368652344,25.341175079345703,4.964704990386963,4.058823108673096,3.605881929397583,3.259999990463257,4.139999866485596,4.809999942779541,4.010000228881836,3.259999990463257,2.809999942779541,2.569999933242798,1.9199999570846558,3.130000114440918,1.25,1.184000015258789
AAME,"Atlantic American Corporation, through its subsidiaries, provides life and health, and property and casualty insurance products in the United States. It operates through American Southern and Bankers Fidelity segments. The company offers property and casualty insurance products, including commercial automobile insurance coverage for state governments, local municipalities, and other motor pools and fleets; general liability; and inland marine insurance products. It also provides surety bond coverage for subdivision construction; school bus contracts; and performance and payment bonds. In addition, the company offers individual and group whole life insurance products; Medicare supplement insurance products; and other accident and health insurance products comprising various individual and group policies for the payment of standard benefits for the treatment of diagnosed cancer and other critical illnesses, as well as various other products, such as short-term nursing facility care, accident only, hospital indemnity, and disability coverages. It markets its products through independent agents and brokers. The company was founded in 1937 and is based in Atlanta, Georgia. Atlantic American Corporation is a subsidiary of Atlantic American / Delta Group.",,367064000.0,154,2.293701410293579,2.4603378772735596,2.450535774230957,2.4015252590179443,2.1368675231933594,2.09765887260437,1.8918136358261108,1.7937922477722168,1.989835262298584,1.9130700826644897,1.7049123048782349,1.9328947067260742,2.428508758544922,2.6961402893066406,2.706052541732788,2.7754385471343994,1.863508701324463,1.6699999570846558,1.690000057220459,1.5399999618530273,1.600000023841858,1.7000000476837158,1.590000033378601,1.6699999570846558
AAN,"The Aaron's Company, Inc. provides lease-to-own and retail purchase solutions. It operates through Aaron's Business and BrandsMart segments. The company engages in direct-to-consumer sales and lease solution of furniture, appliances, electronics, computers, and other home products through company-operated and franchised stores in the United States and Canada, as well as its e-commerce platforms, including aarons.com and brandsmartusa.com. It also manufactures and supplies upholstered furniture. The company sells its products under the Aaron's, BrandsMart U.S.A., BrandsMart Leasing, and Woodhaven Furniture Industries brands. The company was formerly known as Aaron's SpinCo, Inc. The Aaron's Company, Inc. was founded in 1955 and is based in Atlanta, Georgia. As of October 3, 2024, The Aaron's Company, Inc. was taken private.",2139890000.0,1826576000.0,9071,11.017374992370605,10.800461769104004,13.361861228942871,13.088239669799805,8.81062126159668,12.322869300842285,11.298270225524902,13.05208683013916,14.731966018676758,11.239876747131348,9.749917030334473,6.9865827560424805,8.306586265563965,10.25830364227295,9.819588661193848,7.395705223083496,7.157134056091309,6.714348793029785,8.239895820617676,9.697423934936523,9.876359939575195,9.965248107910156,9.82697868347168,10.09000015258789
AAOI,"Applied Optoelectronics, Inc. designs, manufactures, and sells fiber-optic networking products in the United States, Taiwan, and China. It offers optical modules, optical filters, lasers, laser components, subassemblies, transmitters and transceivers, turn-key equipment, headend, node, distribution equipment, and amplifiers. The company sells its products to internet data center operators, cable television, telecom equipment manufacturers, fiber-to-the-home, and internet service providers through its direct and indirect sales channels. Applied Optoelectronics, Inc. was incorporated in 1997 and is headquartered in Sugar Land, Texas.",217646000.0,389186000.0,2149,1.8899999856948853,2.390000104904175,2.809999942779541,2.2100000381469727,1.940000057220459,2.2200000286102295,5.960000038146973,6.75,13.770000457763672,10.970000267028809,7.429999828338623,13.25,19.31999969482422,15.729999542236328,15.979999542236328,13.859999656677246,9.850000381469727,10.489999771118164,8.289999961853027,9.550000190734863,11.350000381469727,14.3100004196167,15.619999885559082,26.799999237060547
AAON,"AAON, Inc., together with its subsidiaries, engages in engineering, manufacturing, marketing, and selling air conditioning and heating equipment in the United States and Canada. The company operates through three segments: AAON Oklahoma, AAON Coil Products, and BASX. It offers rooftop units, data center cooling solutions, cleanroom systems, chillers, packaged outdoor mechanical rooms, air handling units, makeup air units, energy recovery units, condensing units, geothermal/water-source heat pumps, coils, and controls. The company markets and sells its products to retail, manufacturing, educational, lodging, supermarket, data centers, medical and pharmaceutical, and other commercial industries. It sells its products through a network of independent manufacturer representative organizations and internal sales force, as well as online. The company was incorporated in 1987 and is based in Tulsa, Oklahoma.",1168518000.0,941436000.0,3856,49.81074905395508,50.472084045410156,60.15382766723633,63.94320297241211,64.89402770996094,57.35175323486328,62.78166198730469,69.78910064697266,62.71471405029297,56.55860900878906,54.24819564819336,62.333648681640625,73.64830780029297,69.9494400024414,83.72796630859375,87.83560180664062,93.90001678466797,74.89846801757812,87.06385040283203,88.44905090332031,95.42266845703125,107.74138641357422,114.22000122070312,133.4600067138672
