index,Idea,Score,month_1_performance,month_2_performance,month_3_performance,month_4_performance,month_5_performance,month_6_performance,month_7_performance,month_8_performance,month_9_performance,month_10_performance,month_11_performance,month_12_performance,month_13_performance,month_14_performance,month_15_performance,month_16_performance,month_17_performance,month_18_performance,month_19_performance,month_20_performance,month_21_performance,month_22_performance,month_23_performance,month_24_performance
7,"AAON, Inc., together with its subsidiaries, engages in engineering, manufacturing, marketing, and selling air conditioning and heating equipment in the United States and Canada. The company operates through three segments: AAON Oklahoma, AAON Coil Products, and BASX. It offers rooftop units, data center cooling solutions, cleanroom systems, chillers, packaged outdoor mechanical rooms, air handling units, makeup air units, energy recovery units, condensing units, geothermal/water-source heat pumps, coils, and controls. The company markets and sells its products to retail, manufacturing, educational, lodging, supermarket, data centers, medical and pharmaceutical, and other commercial industries. It sells its products through a network of independent manufacturer representative organizations and internal sales force, as well as online. The company was incorporated in 1987 and is based in Tulsa, Oklahoma.",2.6242993426566237,49.81074905395508,50.47208404541016,60.15382766723633,63.94320297241211,64.89402770996094,57.35175323486328,62.78166198730469,69.78910064697266,62.71471405029297,56.55860900878906,54.24819564819336,62.33364868164063,73.64830780029297,69.9494400024414,83.72796630859375,87.83560180664062,93.90001678466795,74.89846801757812,87.06385040283203,88.44905090332031,95.42266845703124,107.74138641357422,114.22000122070312,133.4600067138672
7,"AAON, Inc., together with its subsidiaries, engages in engineering, manufacturing, marketing, and selling air conditioning and heating equipment in the United States and Canada. The company operates through three segments: AAON Oklahoma, AAON Coil Products, and BASX. It offers rooftop units, data center cooling solutions, cleanroom systems, chillers, packaged outdoor mechanical rooms, air handling units, makeup air units, energy recovery units, condensing units, geothermal/water-source heat pumps, coils, and controls. The company markets and sells its products to retail, manufacturing, educational, lodging, supermarket, data centers, medical and pharmaceutical, and other commercial industries. It sells its products through a network of independent manufacturer representative organizations and internal sales force, as well as online. The company was incorporated in 1987 and is based in Tulsa, Oklahoma.",2.6242993426566237,49.81075286865234,50.472076416015625,60.15383529663086,63.94320297241211,64.89403533935547,57.351749420166016,62.78165435791016,69.78910064697266,62.7147102355957,56.55860900878906,54.24819564819336,62.33364868164063,73.64830780029297,69.9494400024414,83.72796630859375,87.83560180664062,93.90001678466795,74.89846801757812,87.06385040283203,88.44905090332031,95.42266845703124,107.74138641357422,114.22000122070312,135.55999755859375
10,"American Assets Trust, Inc. is a full service, vertically integrated and self-administered real estate investment trust (""REIT""), headquartered in San Diego, California. The company has over 55 years of experience in acquiring, improving, developing and managing premier office, retail, and residential properties throughout the United States in some of the nation's most dynamic, high-barrier-to-entry markets primarily in Southern California, Northern California, Washington, Oregon, Texas and Hawaii. The company's office portfolio comprises approximately 4.1 million rentable square feet, and its retail portfolio comprises approximately 3.1 million rentable square feet. In addition, the company owns one mixed-use property (including approximately 94,000 rentable square feet of retail space and a 369-room all-suite hotel) and 2,110 multifamily units. In 2011, the company was formed to succeed to the real estate business of American Assets, Inc., a privately held corporation founded in 1967 and, as such, has significant experience, long-standing relationships and extensive knowledge of its core markets, submarkets and asset classes.",3.7735946021735383,23.549793243408203,25.593015670776367,22.68839454650879,16.717294692993164,16.598682403564453,17.37389373779297,17.510696411132812,20.86904525756836,19.858057022094727,18.04013061523437,16.728897094726562,18.981407165527344,21.215068817138672,21.470918655395508,20.647689819335938,20.97315216064453,20.758602142333984,21.14752197265625,21.760068893432617,26.187257766723636,26.908098220825195,26.384748458862305,26.950000762939453,27.0
10,"American Assets Trust, Inc. is a full service, vertically integrated and self-administered real estate investment trust (""REIT""), headquartered in San Diego, California. The company has over 55 years of experience in acquiring, improving, developing and managing premier office, retail, and residential properties throughout the United States in some of the nation's most dynamic, high-barrier-to-entry markets primarily in Southern California, Northern California, Washington, Oregon, Texas and Hawaii. The company's office portfolio comprises approximately 4.1 million rentable square feet, and its retail portfolio comprises approximately 3.1 million rentable square feet. In addition, the company owns one mixed-use property (including approximately 94,000 rentable square feet of retail space and a 369-room all-suite hotel) and 2,110 multifamily units. In 2011, the company was formed to succeed to the real estate business of American Assets, Inc., a privately held corporation founded in 1967 and, as such, has significant experience, long-standing relationships and extensive knowledge of its core markets, submarkets and asset classes.",3.7735946021735383,23.549793243408203,25.593017578125,22.68839454650879,16.71729278564453,16.59868049621582,17.37389373779297,17.510696411132812,20.86904525756836,19.858055114746094,18.04013061523437,16.72889518737793,18.981407165527344,21.215068817138672,21.470918655395508,20.64769172668457,20.97315216064453,20.75860023498535,21.14752197265625,21.760068893432617,26.187257766723636,26.908098220825195,26.384748458862305,26.950000762939453,27.84000015258789
11,"AllianceBernstein Holding L.P. is a publicly owned investment manager. The firm is a related adviser The firm manages separate client focused portfolios for its clients. The firm primarily invests in common and preferred stocks, warrants and convertible securities, government and corporate fxed-income securities, commodities, currencies, real estate-related assets and infation-protected securities. The firm employs quantitative analysis along with long-term purchases, short-term purchases, trading, short sales, margin transactions, option strategies including writing covered options, uncovered options and spread strategies to make its investments. The firm obtains external research to complement its in-house research. The firm was formerly known as Alliance Capital Management Holding LP. AllianceBernstein Holding L.P. was founded in 1967 and is based in Nashville,Tennessee.",2.4633605955419835,29.10775756835937,32.10576629638672,32.89337158203125,31.502277374267575,30.12361717224121,29.95989990234375,28.2731990814209,28.29957389831543,27.227020263671875,27.193134307861328,25.741640090942383,25.938756942749023,28.442333221435547,30.752182006835938,29.120620727539062,32.58729934692383,31.41476058959961,31.47103881835937,32.407020568847656,33.84562683105469,33.03041458129883,34.1722526550293,36.287818908691406,36.56999969482422
11,"AllianceBernstein Holding L.P. is a publicly owned investment manager. The firm is a related adviser The firm manages separate client focused portfolios for its clients. The firm primarily invests in common and preferred stocks, warrants and convertible securities, government and corporate fxed-income securities, commodities, currencies, real estate-related assets and infation-protected securities. The firm employs quantitative analysis along with long-term purchases, short-term purchases, trading, short sales, margin transactions, option strategies including writing covered options, uncovered options and spread strategies to make its investments. The firm obtains external research to complement its in-house research. The firm was formerly known as Alliance Capital Management Holding LP. AllianceBernstein Holding L.P. was founded in 1967 and is based in Nashville,Tennessee.",2.4633605955419835,29.10775375366211,32.10575866699219,32.89337158203125,31.502277374267575,30.123615264892575,29.95989990234375,28.2731990814209,28.299570083618164,27.22701835632324,27.19313240051269,25.74163818359375,25.938756942749023,28.442333221435547,30.752182006835938,29.120620727539062,32.587303161621094,31.414756774902344,31.47103881835937,32.407020568847656,33.84562683105469,33.03041458129883,34.1722526550293,36.287818908691406,36.720001220703125
17,"Asbury Automotive Group, Inc., together with its subsidiaries, operates as an automotive retailer in the United States. It offers a range of automotive products and services, including new and used vehicles; and vehicle repair and maintenance services, replacement parts, and collision repair services. The company also provides finance and insurance products, including arranging vehicle financing through third parties; and aftermarket products, such as extended service contracts, guaranteed asset protection debt cancellation, prepaid maintenance, and disability and accident insurance. Asbury Automotive Group, Inc. was founded in 1996 and is based in Duluth, Georgia.",2.9049652107355293,179.25,220.0,227.1000061035156,210.0,193.4600067138672,209.1100006103516,240.4199981689453,225.6000061035156,230.0,230.07000732421875,191.3699951171875,209.82000732421875,224.97000122070312,209.05999755859372,208.8300018310547,235.77999877929688,210.2400054931641,235.07000732421875,227.8699951171875,269.2200012207031,245.63999938964844,238.58999633789065,227.83999633789065,258.17999267578125
17,"Asbury Automotive Group, Inc., together with its subsidiaries, operates as an automotive retailer in the United States. It offers a range of automotive products and services, including new and used vehicles; and vehicle repair and maintenance services, replacement parts, and collision repair services. The company also provides finance and insurance products, including arranging vehicle financing through third parties; and aftermarket products, such as extended service contracts, guaranteed asset protection debt cancellation, prepaid maintenance, and disability and accident insurance. Asbury Automotive Group, Inc. was founded in 1996 and is based in Duluth, Georgia.",2.9049652107355293,179.25,220.0,227.1000061035156,210.0,193.4600067138672,209.1100006103516,240.4199981689453,225.6000061035156,230.0,230.07000732421875,191.3699951171875,209.82000732421875,224.97000122070312,209.05999755859372,208.8300018310547,235.77999877929688,210.2400054931641,235.07000732421875,227.8699951171875,269.2200012207031,245.63999938964844,238.58999633789065,227.83999633789065,258.1600036621094
55,"Abrdn Income Credit Strategies Fund is a closed-ended fixed income fund launched and managed by Aberdeen Asset Managers Limited. It is co-managed by Aberdeen Standard Investments Inc. The fund invests in fixed income markets across the globe. It seeks to invest primarily in loan and debt instruments. Abrdn Income Credit Strategies Fund was formed on October 12, 2010 and is domiciled in the United States.",3.515229942075597,4.844562530517578,5.608854293823242,5.611992359161377,4.951319694519043,5.070536613464356,5.085718154907227,5.309924602508545,5.418607234954834,5.593600273132324,5.512534141540527,4.752686977386475,5.14818286895752,5.775166988372803,5.920293807983398,5.946401119232178,6.016489028930664,5.887138843536377,6.122826099395752,6.2871856689453125,6.144145488739014,6.119670391082764,6.420161724090576,6.391517162322998,6.46999979019165
55,"Abrdn Income Credit Strategies Fund is a closed-ended fixed income fund launched and managed by Aberdeen Asset Managers Limited. It is co-managed by Aberdeen Standard Investments Inc. The fund invests in fixed income markets across the globe. It seeks to invest primarily in loan and debt instruments. Abrdn Income Credit Strategies Fund was formed on October 12, 2010 and is domiciled in the United States.",3.515229942075597,4.770259857177734,5.522829055786133,5.525917053222656,4.875380992889404,4.992766857147217,5.007716655731201,5.228483200073242,5.335498809814453,5.507808685302734,5.427986145019531,4.679793357849121,5.069223403930664,5.686591148376465,5.829492092132568,5.855199337005615,5.924211025238037,5.79684591293335,6.028918743133545,6.190756797790527,6.049910545349121,6.025810718536377,6.321692943572998,6.293488025665283,6.409999847412109
